timestamp,summary_values,boiler1_values,boiler2_values
2025-07-28 06:00:01,9.521 MPa 9.505 MPa 9.520 MPa 994.6 t/h 988.0 t/h,327.71 t/h 324.01 t/h 9.458 MPa 39.6 rpm 0.00 t/h 3.35,324.50 t/h  321.66 t/h 9.521 MPa 51.7 rpm 0.00 t/h 3.27
2025-07-28 06:00:02,9.521 MPa 9.505 MPa 9.519 MPa 994.4 t/h 988.1 t/h,327.72 t/h 324.08 t/h 9.458 MPa 39.6 rpm 0.00 t/h 3.36,324.50 t/h  321.87 t/h 9.521 MPa 51.7 rpm 0.00 t/h 3.27
2025-07-28 06:00:04,9.521 MPa 9.509 MPa 9.519 MPa 993.1 t/h 988.2 t/h,327.14 t/h 324.14 t/h 9.457 MPa 39.6 rpm 0.00 t/h 3.36,323.90 t/h  322.30 t/h 9.534 MPa 51.7 rpm 0.00 t/h 3.29
2025-07-28 06:00:06,9.521 MPa 9.513 MPa 9.519 MPa 991.0 t/h 987.9 t/h,326.55 t/h 324.26 t/h 9.470 MPa 39.6 rpm 0.00 t/h 3.38,323.25 t/h  322.40 t/h 9.533 MPa 51.7 rpm 0.00 t/h 3.30
2025-07-28 06:00:07,9.521 MPa 9.513 MPa 9.519 MPa 990.7 t/h 988.0 t/h,326.56 t/h 324.41 t/h 9.470 MPa 39.6 rpm 0.00 t/h 3.39,323.27 t/h  322.66 t/h 9.533 MPa 51.7 rpm 0.00 t/h 3.31
2025-07-28 06:00:09,9.521 MPa 9.513 MPa 9.518 MPa 990.3 t/h 987.9 t/h,326.61 t/h 324.66 t/h 9.469 MPa 39.6 rpm 0.00 t/h 3.40,323.32 t/h  323.02 t/h 9.533 MPa 51.7 rpm 0.00 t/h 3.32
2025-07-28 06:00:11,9.521 MPa 9.513 MPa 9.518 MPa 990.0 t/h 987.9 t/h,326.62 t/h 324.72 t/h 9.469 MPa 39.6 rpm 0.00 t/h 3.41,323.32 t/h  323.11 t/h 9.533 MPa 51.8 rpm 0.00 t/h 3.33
2025-07-28 06:00:12,9.521 MPa 9.513 MPa 9.518 MPa 989.9 t/h 987.9 t/h,326.61 t/h 324.77 t/h 9.470 MPa 39.6 rpm 0.00 t/h 3.41,323.32 t/h  323.18 t/h 9.533 MPa 51.8 rpm 0.00 t/h 3.33
2025-07-28 06:00:14,9.521 MPa 9.513 MPa 9.518 MPa 989.7 t/h 988.3 t/h,326.54 t/h 325.07 t/h 9.470 MPa 39.6 rpm 0.00 t/h 3.43,323.24 t/h  323.51 t/h 9.534 MPa 51.8 rpm 0.00 t/h 3.35
2025-07-28 06:00:16,9.521 MPa 9.513 MPa 9.518 MPa 989.8 t/h 988.8 t/h,326.59 t/h 325.17 t/h 9.470 MPa 39.6 rpm 0.00 t/h 3.43,323.29 t/h  323.61 t/h 9.534 MPa 51.8 rpm 0.00 t/h 3.35
