timestamp,summary_values,boiler1_values,boiler2_values
2025-07-25 02:00:00,"9.528 MPa 9.499 MPa 9.506 MPa 1,012.5 t/h 1,010.6 t/h",335.87 t/h 335.33 t/h 9.457 MPa 39.6 rpm 0.00 t/h 3.28,337.68 t/h  336.26 t/h 9.530 MPa 56.5 rpm 0.00 t/h 3.06
2025-07-25 02:00:02,"9.528 MPa 9.499 MPa 9.505 MPa 1,012.6 t/h 1,010.6 t/h",335.95 t/h 335.35 t/h 9.456 MPa 39.4 rpm 0.00 t/h 3.28,337.76 t/h  336.27 t/h 9.530 MPa 56.5 rpm 0.00 t/h 3.07
2025-07-25 02:00:03,"9.528 MPa 9.499 MPa 9.505 MPa 1,012.4 t/h 1,010.6 t/h",335.87 t/h 335.36 t/h 9.457 MPa 39.4 rpm 0.00 t/h 3.30,337.69 t/h  336.35 t/h 9.530 MPa 56.5 rpm 0.00 t/h 3.08
2025-07-25 02:00:05,"9.528 MPa 9.499 MPa 9.505 MPa 1,012.4 t/h 1,010.6 t/h",335.93 t/h 335.38 t/h 9.456 MPa 39.4 rpm 0.00 t/h 3.30,337.74 t/h  336.49 t/h 9.530 MPa 56.5 rpm 0.00 t/h 3.09
2025-07-25 02:00:07,"9.528 MPa 9.499 MPa 9.505 MPa 1,012.5 t/h 1,010.7 t/h",335.99 t/h 335.39 t/h 9.456 MPa 39.2 rpm 0.00 t/h 3.32,337.81 t/h  336.63 t/h 9.530 MPa 56.5 rpm 0.00 t/h 3.09
2025-07-25 02:00:08,"9.528 MPa 9.499 MPa 9.504 MPa 1,012.5 t/h 1,010.7 t/h",335.98 t/h 335.40 t/h 9.456 MPa 39.2 rpm 0.00 t/h 3.32,337.80 t/h  336.58 t/h 9.530 MPa 56.5 rpm 0.00 t/h 3.10
2025-07-25 02:00:10,"9.528 MPa 9.503 MPa 9.504 MPa 1,011.3 t/h 1,010.8 t/h",335.38 t/h 335.41 t/h 9.468 MPa 38.6 rpm 0.00 t/h 3.33,337.20 t/h  336.60 t/h 9.530 MPa 56.5 rpm 0.00 t/h 3.11
2025-07-25 02:00:12,"9.528 MPa 9.503 MPa 9.504 MPa 1,011.2 t/h 1,010.7 t/h",335.35 t/h 335.41 t/h 9.469 MPa 38.6 rpm 0.00 t/h 3.34,337.17 t/h  336.70 t/h 9.530 MPa 56.5 rpm 0.00 t/h 3.12
2025-07-25 02:00:14,"9.528 MPa 9.503 MPa 9.503 MPa 1,011.2 t/h 1,010.8 t/h",335.41 t/h 335.42 t/h 9.468 MPa 38.6 rpm 0.00 t/h 3.34,337.23 t/h  336.74 t/h 9.530 MPa 56.5 rpm 0.00 t/h 3.12
2025-07-25 02:00:15,"9.528 MPa 9.503 MPa 9.503 MPa 1,011.4 t/h 1,011.0 t/h",335.37 t/h 335.42 t/h 9.469 MPa 38.6 rpm 0.00 t/h 3.36,337.19 t/h  336.79 t/h 9.530 MPa 56.5 rpm 0.00 t/h 3.13
2025-07-25 02:00:17,"9.528 MPa 9.503 MPa 9.503 MPa 1,011.4 t/h 1,011.2 t/h",335.49 t/h 335.61 t/h 9.468 MPa 38.6 rpm 0.00 t/h 3.36,337.30 t/h  336.82 t/h 9.530 MPa 56.5 rpm 0.00 t/h 3.15
2025-07-25 02:00:19,"9.528 MPa 9.503 MPa 9.502 MPa 1,011.5 t/h 1,011.4 t/h",335.45 t/h 335.74 t/h 9.468 MPa 38.5 rpm 0.00 t/h 3.38,337.26 t/h  336.85 t/h 9.530 MPa 56.5 rpm 0.00 t/h 3.15
2025-07-25 02:00:20,"9.528 MPa 9.503 MPa 9.502 MPa 1,011.6 t/h 1,011.6 t/h",335.50 t/h 335.79 t/h 9.468 MPa 38.5 rpm 0.00 t/h 3.38,337.31 t/h  337.20 t/h 9.530 MPa 56.5 rpm 0.00 t/h 3.17
2025-07-25 02:00:22,"9.528 MPa 9.503 MPa 9.501 MPa 1,011.1 t/h 1,011.4 t/h",335.51 t/h 335.93 t/h 9.468 MPa 38.5 rpm 0.00 t/h 3.39,337.33 t/h  337.24 t/h 9.530 MPa 56.5 rpm 0.00 t/h 3.18
2025-07-25 02:00:24,"9.528 MPa 9.503 MPa 9.501 MPa 1,011.0 t/h 1,011.5 t/h",335.47 t/h 335.95 t/h 9.469 MPa 38.5 rpm 0.00 t/h 3.41,337.29 t/h  337.29 t/h 9.530 MPa 56.5 rpm 0.00 t/h 3.19
2025-07-25 02:00:26,"9.528 MPa 9.503 MPa 9.501 MPa 1,011.0 t/h 1,011.5 t/h",335.48 t/h 335.97 t/h 9.469 MPa 38.5 rpm 0.00 t/h 3.41,337.34 t/h  337.36 t/h 9.530 MPa 56.5 rpm 0.00 t/h 3.20
2025-07-25 02:00:27,"9.528 MPa 9.503 MPa 9.501 MPa 1,010.9 t/h 1,011.3 t/h",335.60 t/h 336.00 t/h 9.468 MPa 38.5 rpm 0.00 t/h 3.42,337.42 t/h  337.41 t/h 9.530 MPa 56.5 rpm 0.00 t/h 3.20
2025-07-25 02:00:29,"9.528 MPa 9.503 MPa 9.501 MPa 1,010.8 t/h 1,011.1 t/h",335.61 t/h 336.01 t/h 9.468 MPa 38.5 rpm 0.00 t/h 3.42,337.42 t/h  337.32 t/h 9.530 MPa 56.5 rpm 0.00 t/h 3.21
2025-07-25 02:00:31,"9.528 MPa 9.503 MPa 9.500 MPa 1,010.7 t/h 1,011.1 t/h",335.57 t/h 336.02 t/h 9.468 MPa 38.4 rpm 0.00 t/h 3.44,337.42 t/h  337.40 t/h 9.530 MPa 56.5 rpm 0.00 t/h 3.23
2025-07-25 02:00:32,"9.528 MPa 9.503 MPa 9.500 MPa 1,010.8 t/h 1,011.2 t/h",335.57 t/h 336.02 t/h 9.469 MPa 38.3 rpm 0.00 t/h 3.45,337.39 t/h  337.32 t/h 9.530 MPa 56.5 rpm 0.00 t/h 3.23
