timestamp,summary_values,boiler1_values,boiler2_values
2025-07-25 16:00:01,"9.539 MPa 9.524 MPa 9.543 MPa 1,010.9 t/h 1,002.3 t/h",334.92 t/h 330.53 t/h 9.480 MPa 41.5 rpm 0.00 t/h 3.24,332.95 t/h  328.63 t/h 9.545 MPa 56.5 rpm 0.00 t/h 3.36
2025-07-25 16:00:02,"9.539 MPa 9.524 MPa 9.542 MPa 1,010.6 t/h 1,001.9 t/h",334.91 t/h 330.52 t/h 9.480 MPa 41.5 rpm 0.00 t/h 3.25,332.96 t/h  328.68 t/h 9.545 MPa 56.5 rpm 0.00 t/h 3.36
2025-07-25 16:00:04,"9.539 MPa 9.524 MPa 9.542 MPa 1,010.6 t/h 1,001.9 t/h",334.91 t/h 330.52 t/h 9.480 MPa 41.5 rpm 0.00 t/h 3.25,332.96 t/h  328.68 t/h 9.545 MPa 56.5 rpm 0.00 t/h 3.36
2025-07-25 16:00:06,"9.539 MPa 9.524 MPa 9.542 MPa 1,010.5 t/h 1,002.0 t/h",334.96 t/h 330.71 t/h 9.480 MPa 41.4 rpm 0.00 t/h 3.27,332.41 t/h  329.00 t/h 9.556 MPa 56.5 rpm 0.00 t/h 3.38
2025-07-25 16:00:07,"9.539 MPa 9.528 MPa 9.541 MPa 1,009.2 t/h 1,002.3 t/h",334.35 t/h 330.84 t/h 9.480 MPa 41.4 rpm 0.00 t/h 3.27,332.41 t/h  329.00 t/h 9.556 MPa 56.5 rpm 0.00 t/h 3.38
2025-07-25 16:00:09,"9.539 MPa 9.528 MPa 9.541 MPa 1,009.2 t/h 1,002.4 t/h",334.38 t/h 330.90 t/h 9.480 MPa 41.5 rpm 0.00 t/h 3.27,332.43 t/h  329.08 t/h 9.556 MPa 56.5 rpm 0.00 t/h 3.39
2025-07-25 16:00:11,"9.539 MPa 9.528 MPa 9.540 MPa 1,009.3 t/h 1,002.8 t/h",334.34 t/h 330.98 t/h 9.480 MPa 41.4 rpm 0.00 t/h 3.30,332.39 t/h  329.23 t/h 9.557 MPa 56.5 rpm 0.00 t/h 3.39
2025-07-25 16:00:12,"9.539 MPa 9.528 MPa 9.540 MPa 1,009.3 t/h 1,002.9 t/h",334.36 t/h 331.02 t/h 9.481 MPa 41.4 rpm 0.00 t/h 3.30,332.41 t/h  329.51 t/h 9.556 MPa 56.5 rpm 0.00 t/h 3.41
2025-07-25 16:00:14,"9.539 MPa 9.528 MPa 9.539 MPa 1,009.2 t/h 1,003.1 t/h",334.36 t/h 331.04 t/h 9.481 MPa 41.4 rpm 0.00 t/h 3.31,332.42 t/h  329.61 t/h 9.556 MPa 56.7 rpm 0.00 t/h 3.41
2025-07-25 16:00:16,"9.539 MPa 9.529 MPa 9.539 MPa 1,008.9 t/h 1,003.3 t/h",334.33 t/h 331.07 t/h 9.480 MPa 41.5 rpm 0.00 t/h 3.31,332.38 t/h  329.96 t/h 9.557 MPa 56.7 rpm 0.00 t/h 3.42
