timestamp,summary_values,boiler1_values,boiler2_values
2025-07-24 22:00:01,9.558 MPa 9.568 MPa 9.558 MPa 997.0 t/h 999.4 t/h,323.72 t/h 325.32 t/h 9.516 MPa 38.9 rpm 0.00 t/h 3.47,338.31 t/h  339.10 t/h 9.603 MPa 59.4 rpm 0.00 t/h 3.39
2025-07-24 22:00:03,9.558 MPa 9.568 MPa 9.558 MPa 997.1 t/h 999.5 t/h,323.68 t/h 325.57 t/h 9.517 MPa 38.9 rpm 0.00 t/h 3.49,338.27 t/h  338.74 t/h 9.604 MPa 59.4 rpm 0.00 t/h 3.41
2025-07-24 22:00:04,9.558 MPa 9.568 MPa 9.558 MPa 997.5 t/h 999.6 t/h,323.71 t/h 325.67 t/h 9.517 MPa 38.9 rpm 0.00 t/h 3.49,338.30 t/h  338.51 t/h 9.603 MPa 59.4 rpm 0.00 t/h 3.41
2025-07-24 22:00:06,9.558 MPa 9.568 MPa 9.559 MPa 997.5 t/h 999.3 t/h,323.72 t/h 325.82 t/h 9.517 MPa 38.9 rpm 0.00 t/h 3.50,338.31 t/h  337.98 t/h 9.603 MPa 59.4 rpm 0.00 t/h 3.42
2025-07-24 22:00:08,9.558 MPa 9.568 MPa 9.559 MPa 997.3 t/h 999.1 t/h,323.68 t/h 326.01 t/h 9.517 MPa 38.9 rpm 0.00 t/h 3.50,338.27 t/h  337.50 t/h 9.604 MPa 59.4 rpm 0.00 t/h 3.44
2025-07-24 22:00:09,9.558 MPa 9.568 MPa 9.559 MPa 997.6 t/h 999.0 t/h,323.68 t/h 326.03 t/h 9.517 MPa 38.9 rpm 0.00 t/h 3.01,338.27 t/h  337.28 t/h 9.604 MPa 59.4 rpm 0.00 t/h 3.44
2025-07-24 22:00:11,9.558 MPa 9.568 MPa 9.560 MPa 997.8 t/h 999.1 t/h,323.65 t/h 326.26 t/h 9.517 MPa 38.9 rpm 0.00 t/h 3.02,338.24 t/h  336.92 t/h 9.603 MPa 59.4 rpm 0.00 t/h 3.45
2025-07-24 22:00:13,9.558 MPa 9.568 MPa 9.560 MPa 997.8 t/h 999.1 t/h,323.66 t/h 326.35 t/h 9.517 MPa 38.9 rpm 0.00 t/h 3.03,339.51 t/h  336.68 t/h 9.592 MPa 59.4 rpm 0.00 t/h 3.46
2025-07-24 22:00:14,"9.558 MPa 9.560 MPa 9.560 MPa 1,000.3 t/h 999.0 t/h",324.87 t/h 326.48 t/h 9.517 MPa 38.9 rpm 0.00 t/h 3.03,339.51 t/h  336.59 t/h 9.592 MPa 59.4 rpm 0.00 t/h 3.47
2025-07-24 22:00:16,"9.558 MPa 9.560 MPa 9.560 MPa 1,000.3 t/h 998.9 t/h",324.87 t/h 326.53 t/h 9.517 MPa 38.9 rpm 0.00 t/h 3.04,339.51 t/h  336.51 t/h 9.592 MPa 59.4 rpm 0.00 t/h 3.47
2025-07-24 22:00:18,"9.558 MPa 9.560 MPa 9.560 MPa 1,000.3 t/h 998.8 t/h",324.86 t/h 326.42 t/h 9.517 MPa 38.9 rpm 0.00 t/h 3.05,339.49 t/h  336.40 t/h 9.591 MPa 59.4 rpm 0.00 t/h 3.48
2025-07-24 22:00:19,"9.558 MPa 9.560 MPa 9.560 MPa 1,000.3 t/h 998.8 t/h",324.85 t/h 326.11 t/h 9.517 MPa 38.9 rpm 0.00 t/h 3.06,339.48 t/h  336.28 t/h 9.592 MPa 59.4 rpm 0.00 t/h 3.50
