timestamp,summary_values,boiler1_values,boiler2_values
2025-07-25 05:00:00,"9.499 MPa 9.503 MPa 9.500 MPa 1,014.4 t/h 1,015.2 t/h",333.77 t/h 334.19 t/h 9.457 MPa 39.8 rpm 0.00 t/h 3.20,336.43 t/h  336.79 t/h 9.530 MPa 56.3 rpm 0.00 t/h 3.35
2025-07-25 05:00:02,"9.499 MPa 9.503 MPa 9.500 MPa 1,014.4 t/h 1,015.2 t/h",333.73 t/h 334.20 t/h 9.456 MPa 39.8 rpm 0.00 t/h 3.21,336.39 t/h  336.81 t/h 9.531 MPa 56.3 rpm 0.00 t/h 3.36
2025-07-25 05:00:04,"9.499 MPa 9.503 MPa 9.500 MPa 1,013.9 t/h 1,014.8 t/h",333.73 t/h 334.20 t/h 9.456 MPa 39.8 rpm 0.00 t/h 3.21,336.39 t/h  336.81 t/h 9.531 MPa 56.3 rpm 0.00 t/h 3.36
2025-07-25 05:00:05,"9.499 MPa 9.499 MPa 9.500 MPa 1,014.7 t/h 1,014.1 t/h",334.35 t/h 334.20 t/h 9.456 MPa 39.8 rpm 0.00 t/h 3.22,337.01 t/h  336.55 t/h 9.531 MPa 56.3 rpm 0.00 t/h 3.38
2025-07-25 05:00:07,"9.499 MPa 9.499 MPa 9.500 MPa 1,014.7 t/h 1,014.0 t/h",334.99 t/h 334.20 t/h 9.456 MPa 39.9 rpm 0.00 t/h 3.24,337.65 t/h  336.46 t/h 9.519 MPa 56.3 rpm 0.00 t/h 3.38
2025-07-25 05:00:09,"9.499 MPa 9.495 MPa 9.500 MPa 1,015.9 t/h 1,013.9 t/h",334.99 t/h 334.20 t/h 9.456 MPa 39.9 rpm 0.00 t/h 3.24,337.65 t/h  336.46 t/h 9.519 MPa 56.3 rpm 0.00 t/h 3.38
2025-07-25 05:00:10,"9.499 MPa 9.495 MPa 9.500 MPa 1,015.8 t/h 1,014.0 t/h",334.92 t/h 334.30 t/h 9.457 MPa 39.8 rpm 0.00 t/h 3.25,337.58 t/h  336.39 t/h 9.519 MPa 56.3 rpm 0.00 t/h 3.39
2025-07-25 05:00:12,"9.499 MPa 9.495 MPa 9.500 MPa 1,015.8 t/h 1,014.0 t/h",334.95 t/h 334.44 t/h 9.457 MPa 39.9 rpm 0.00 t/h 3.25,337.61 t/h  336.34 t/h 9.519 MPa 56.3 rpm 0.00 t/h 3.41
2025-07-25 05:00:14,"9.499 MPa 9.495 MPa 9.500 MPa 1,015.9 t/h 1,014.2 t/h",334.92 t/h 334.50 t/h 9.457 MPa 39.9 rpm 0.00 t/h 3.27,337.58 t/h  336.32 t/h 9.519 MPa 56.3 rpm 0.00 t/h 3.41
2025-07-25 05:00:15,"9.499 MPa 9.495 MPa 9.500 MPa 1,015.9 t/h 1,014.3 t/h",334.92 t/h 334.54 t/h 9.457 MPa 39.8 rpm 0.00 t/h 3.27,337.58 t/h  336.30 t/h 9.519 MPa 56.3 rpm 0.00 t/h 3.41
