timestamp,summary_values,boiler1_values,boiler2_values
2025-07-23 23:45:34,9.533 MPa 9.545 MPa 9.547 MPa 986.5 t/h 989.8 t/h,323.84 t/h  326.49 t/h 9.505 MPa 38.4 rpm 0.00 t/h 3.03,325.75 t/h  326.37 t/h 9.569 MPa 50.8 rpm 0.00 t/h 3.28
2025-07-23 23:45:36,9.533 MPa 9.544 MPa 9.547 MPa 986.4 t/h 989.6 t/h,323.86 t/h  326.41 t/h 9.505 MPa 38.4 rpm 0.00 t/h 3.03,325.76 t/h  326.43 t/h 9.569 MPa 50.8 rpm 0.00 t/h 3.30
2025-07-23 23:45:38,9.533 MPa 9.548 MPa 9.547 MPa 984.8 t/h 989.1 t/h,323.26 t/h  326.33 t/h 9.505 MPa 38.3 rpm 0.00 t/h 3.05,325.16 t/h  326.45 t/h 9.569 MPa 50.8 rpm 0.00 t/h 3.31
2025-07-23 23:45:40,9.533 MPa 9.544 MPa 9.547 MPa 986.0 t/h 989.1 t/h,323.88 t/h  326.30 t/h 9.504 MPa 38.3 rpm 0.00 t/h 3.06,325.78 t/h  326.46 t/h 9.569 MPa 50.8 rpm 0.00 t/h 3.32
2025-07-23 23:45:42,9.533 MPa 9.544 MPa 9.547 MPa 986.0 t/h 989.1 t/h,322.66 t/h  326.01 t/h 9.505 MPa 38.3 rpm 0.00 t/h 3.08,324.56 t/h  326.48 t/h 9.580 MPa 50.8 rpm 0.00 t/h 3.34
2025-07-23 23:45:45,9.533 MPa 9.553 MPa 9.547 MPa 983.1 t/h 988.4 t/h,322.60 t/h  325.95 t/h 9.505 MPa 38.3 rpm 0.00 t/h 3.08,324.48 t/h  326.49 t/h 9.582 MPa 50.8 rpm 0.00 t/h 3.34
2025-07-23 23:45:47,9.533 MPa 9.553 MPa 9.547 MPa 983.1 t/h 988.4 t/h,322.57 t/h  325.89 t/h 9.505 MPa 38.3 rpm 0.00 t/h 3.08,324.48 t/h  326.49 t/h 9.582 MPa 50.8 rpm 0.00 t/h 3.34
2025-07-23 23:45:49,9.533 MPa 9.552 MPa 9.548 MPa 983.4 t/h 988.6 t/h,323.17 t/h  325.77 t/h 9.505 MPa 38.3 rpm 0.00 t/h 3.10,325.08 t/h  326.50 t/h 9.569 MPa 50.8 rpm 0.00 t/h 3.36
2025-07-23 23:45:51,9.533 MPa 9.548 MPa 9.548 MPa 985.7 t/h 989.7 t/h,323.17 t/h  325.72 t/h 9.505 MPa 38.3 rpm 0.00 t/h 3.11,325.08 t/h  326.51 t/h 9.569 MPa 50.8 rpm 0.00 t/h 3.38
2025-07-23 23:45:53,9.533 MPa 9.549 MPa 9.548 MPa 986.2 t/h 989.9 t/h,323.15 t/h  325.50 t/h 9.505 MPa 38.3 rpm 0.00 t/h 3.12,325.05 t/h  326.40 t/h 9.569 MPa 50.8 rpm 0.00 t/h 3.38
2025-07-23 23:45:55,9.533 MPa 9.548 MPa 9.548 MPa 986.5 t/h 989.8 t/h,323.19 t/h  325.34 t/h 9.505 MPa 38.3 rpm 0.00 t/h 3.13,325.09 t/h  326.25 t/h 9.569 MPa 50.8 rpm 0.00 t/h 3.39
2025-07-23 23:45:57,9.533 MPa 9.548 MPa 9.548 MPa 986.5 t/h 989.8 t/h,323.13 t/h  325.23 t/h 9.505 MPa 38.3 rpm 0.00 t/h 3.14,325.03 t/h  326.14 t/h 9.569 MPa 50.8 rpm 0.00 t/h 3.39
2025-07-23 23:46:00,9.533 MPa 9.548 MPa 9.548 MPa 986.7 t/h 989.7 t/h,323.18 t/h  325.10 t/h 9.505 MPa 38.3 rpm 0.00 t/h 3.14,325.09 t/h  326.08 t/h 9.568 MPa 50.8 rpm 0.00 t/h 3.41
2025-07-23 23:46:02,9.533 MPa 9.549 MPa 9.547 MPa 986.9 t/h 989.6 t/h,323.11 t/h  324.78 t/h 9.505 MPa 38.3 rpm 0.00 t/h 3.16,325.02 t/h  326.05 t/h 9.569 MPa 50.8 rpm 0.00 t/h 3.41
2025-07-23 23:46:04,9.533 MPa 9.548 MPa 9.547 MPa 987.5 t/h 990.0 t/h,323.12 t/h  324.26 t/h 9.505 MPa 38.3 rpm 0.00 t/h 3.17,325.02 t/h  326.24 t/h 9.569 MPa 50.8 rpm 0.00 t/h 3.43
2025-07-23 23:46:06,9.533 MPa 9.548 MPa 9.547 MPa 987.9 t/h 990.1 t/h,323.14 t/h  323.92 t/h 9.505 MPa 38.3 rpm 0.00 t/h 3.17,325.05 t/h  326.32 t/h 9.568 MPa 50.8 rpm 0.00 t/h 3.44
2025-07-23 23:46:08,9.533 MPa 9.544 MPa 9.547 MPa 989.0 t/h 989.6 t/h,323.72 t/h  323.50 t/h 9.505 MPa 38.3 rpm 0.00 t/h 3.19,325.62 t/h  326.39 t/h 9.569 MPa 50.8 rpm 0.00 t/h 3.45
2025-07-23 23:46:11,9.533 MPa 9.541 MPa 9.547 MPa 990.4 t/h 989.6 t/h,324.25 t/h  323.21 t/h 9.493 MPa 38.3 rpm 0.00 t/h 3.20,326.16 t/h  326.41 t/h 9.569 MPa 50.8 rpm 0.00 t/h 3.46
2025-07-23 23:46:13,9.533 MPa 9.540 MPa 9.547 MPa 990.5 t/h 989.5 t/h,324.29 t/h  322.83 t/h 9.493 MPa 38.3 rpm 0.00 t/h 3.22,326.19 t/h  326.54 t/h 9.569 MPa 50.8 rpm 0.00 t/h 3.47
2025-07-23 23:46:15,9.533 MPa 9.540 MPa 9.546 MPa 990.5 t/h 989.4 t/h,324.27 t/h  322.56 t/h 9.493 MPa 38.3 rpm 0.00 t/h 3.22,326.18 t/h  326.71 t/h 9.569 MPa 50.8 rpm 0.00 t/h 3.48
