timestamp,summary_values,boiler1_values,boiler2_values
2025-07-26 10:00:00,"9.529 MPa 9.544 MPa 9.531 MPa 1,012.9 t/h 1,015.8 t/h",335.19 t/h 337.36 t/h 9.505 MPa 39.7 rpm 0.00 t/h 3.09,336.13 t/h  337.13 t/h 9.568 MPa 51.5 rpm 0.00 t/h 3.33
2025-07-26 10:00:02,"9.529 MPa 9.544 MPa 9.531 MPa 1,012.3 t/h 1,015.5 t/h",335.20 t/h 337.27 t/h 9.505 MPa 39.7 rpm 0.00 t/h 3.11,336.12 t/h  337.28 t/h 9.568 MPa 51.5 rpm 0.00 t/h 3.33
2025-07-26 10:00:03,"9.529 MPa 9.544 MPa 9.531 MPa 1,012.2 t/h 1,015.4 t/h",335.27 t/h 337.24 t/h 9.505 MPa 39.7 rpm 0.00 t/h 3.11,336.20 t/h  337.41 t/h 9.567 MPa 51.5 rpm 0.00 t/h 3.34
2025-07-26 10:00:05,"9.529 MPa 9.544 MPa 9.532 MPa 1,011.7 t/h 1,015.2 t/h",335.14 t/h 337.13 t/h 9.505 MPa 39.7 rpm 0.00 t/h 3.11,336.06 t/h  337.79 t/h 9.569 MPa 51.5 rpm 0.00 t/h 3.35
2025-07-26 10:00:07,"9.529 MPa 9.544 MPa 9.532 MPa 1,011.1 t/h 1,014.8 t/h",335.17 t/h 336.92 t/h 9.505 MPa 39.7 rpm 0.00 t/h 3.12,336.10 t/h  338.06 t/h 9.569 MPa 51.5 rpm 0.00 t/h 3.35
2025-07-26 10:00:08,"9.529 MPa 9.544 MPa 9.532 MPa 1,010.8 t/h 1,014.6 t/h",335.13 t/h 336.87 t/h 9.505 MPa 39.7 rpm 0.00 t/h 3.12,336.06 t/h  338.15 t/h 9.569 MPa 51.5 rpm 0.00 t/h 3.36
2025-07-26 10:00:10,"9.529 MPa 9.545 MPa 9.532 MPa 1,010.6 t/h 1,014.7 t/h",335.08 t/h 336.83 t/h 9.506 MPa 39.7 rpm 0.00 t/h 3.14,336.05 t/h  338.50 t/h 9.568 MPa 51.5 rpm 0.00 t/h 3.37
2025-07-26 10:00:12,"9.529 MPa 9.544 MPa 9.533 MPa 1,010.4 t/h 1,014.3 t/h",335.15 t/h 336.47 t/h 9.505 MPa 39.7 rpm 0.00 t/h 3.15,336.08 t/h  338.73 t/h 9.568 MPa 51.5 rpm 0.00 t/h 3.39
2025-07-26 10:00:13,"9.529 MPa 9.544 MPa 9.533 MPa 1,010.4 t/h 1,014.4 t/h",335.15 t/h 336.39 t/h 9.505 MPa 39.7 rpm 0.00 t/h 3.16,336.08 t/h  338.82 t/h 9.568 MPa 51.5 rpm 0.00 t/h 3.39
2025-07-26 10:00:15,"9.529 MPa 9.544 MPa 9.533 MPa 1,010.4 t/h 1,014.5 t/h",335.09 t/h 336.32 t/h 9.506 MPa 39.7 rpm 0.00 t/h 3.16,336.07 t/h  338.96 t/h 9.567 MPa 51.5 rpm 0.00 t/h 3.40
2025-07-26 10:00:17,"9.529 MPa 9.544 MPa 9.533 MPa 1,010.8 t/h 1,014.4 t/h",335.10 t/h 335.72 t/h 9.505 MPa 39.7 rpm 0.00 t/h 3.18,336.03 t/h  339.09 t/h 9.568 MPa 51.5 rpm 0.00 t/h 3.42
2025-07-26 10:00:18,"9.529 MPa 9.544 MPa 9.533 MPa 1,010.8 t/h 1,014.4 t/h",335.10 t/h 335.72 t/h 9.505 MPa 39.7 rpm 0.00 t/h 3.18,336.03 t/h  339.09 t/h 9.568 MPa 51.5 rpm 0.00 t/h 3.42
2025-07-26 10:00:20,"9.529 MPa 9.544 MPa 9.534 MPa 1,010.9 t/h 1,014.4 t/h",335.10 t/h 335.56 t/h 9.505 MPa 39.7 rpm 0.00 t/h 3.18,336.02 t/h  339.13 t/h 9.568 MPa 51.5 rpm 0.00 t/h 3.42
2025-07-26 10:00:21,"9.529 MPa 9.544 MPa 9.534 MPa 1,011.0 t/h 1,014.5 t/h",335.07 t/h 335.21 t/h 9.493 MPa 39.7 rpm 0.00 t/h 3.19,335.99 t/h  339.20 t/h 9.580 MPa 51.5 rpm 0.00 t/h 3.43
2025-07-26 10:00:23,"9.529 MPa 9.540 MPa 9.534 MPa 1,012.2 t/h 1,014.1 t/h",335.68 t/h 335.03 t/h 9.494 MPa 39.7 rpm 0.00 t/h 3.20,336.61 t/h  339.21 t/h 9.567 MPa 51.5 rpm 0.00 t/h 3.44
2025-07-26 10:00:25,"9.529 MPa 9.540 MPa 9.534 MPa 1,012.4 t/h 1,014.3 t/h",335.66 t/h 334.89 t/h 9.494 MPa 39.7 rpm 0.00 t/h 3.21,336.59 t/h  339.23 t/h 9.567 MPa 51.5 rpm 0.00 t/h 3.44
2025-07-26 10:00:26,"9.529 MPa 9.540 MPa 9.534 MPa 1,012.6 t/h 1,014.4 t/h",335.66 t/h 334.57 t/h 9.494 MPa 39.7 rpm 0.00 t/h 3.23,336.58 t/h  339.15 t/h 9.567 MPa 51.5 rpm 0.00 t/h 3.45
2025-07-26 10:00:28,"9.529 MPa 9.540 MPa 9.535 MPa 1,012.9 t/h 1,014.3 t/h",335.62 t/h 334.50 t/h 9.494 MPa 39.7 rpm 0.00 t/h 3.23,336.55 t/h  339.07 t/h 9.568 MPa 51.5 rpm 0.00 t/h 3.46
2025-07-26 10:00:30,"9.529 MPa 9.540 MPa 9.535 MPa 1,013.1 t/h 1,014.4 t/h",335.60 t/h 334.44 t/h 9.493 MPa 39.7 rpm 0.00 t/h 3.23,336.52 t/h  339.00 t/h 9.569 MPa 51.5 rpm 0.00 t/h 3.47
2025-07-26 10:00:31,"9.529 MPa 9.540 MPa 9.535 MPa 1,013.3 t/h 1,014.6 t/h",335.59 t/h 334.39 t/h 9.493 MPa 39.7 rpm 0.00 t/h 3.25,335.89 t/h  338.76 t/h 9.569 MPa 51.5 rpm 0.00 t/h 3.47
2025-07-26 10:00:33,"9.529 MPa 9.545 MPa 9.535 MPa 1,012.4 t/h 1,014.5 t/h",334.95 t/h 334.29 t/h 9.506 MPa 39.7 rpm 0.00 t/h 3.25,335.88 t/h  338.64 t/h 9.569 MPa 51.5 rpm 0.00 t/h 3.49
