timestamp,summary_values,boiler1_values,boiler2_values
2025-07-25 15:00:00,"9.539 MPa 9.529 MPa 9.527 MPa 1,029.5 t/h 1,030.1 t/h",344.05 t/h 345.51 t/h 9.494 MPa 42.8 rpm 0.00 t/h 3.27,343.88 t/h  343.00 t/h 9.556 MPa 58.9 rpm 0.00 t/h 3.24
2025-07-25 15:00:02,"9.539 MPa 9.529 MPa 9.527 MPa 1,029.2 t/h 1,029.8 t/h",344.03 t/h 345.44 t/h 9.494 MPa 42.8 rpm 0.00 t/h 3.27,343.86 t/h  343.00 t/h 9.557 MPa 58.9 rpm 0.00 t/h 3.24
2025-07-25 15:00:03,"9.539 MPa 9.529 MPa 9.527 MPa 1,028.9 t/h 1,029.3 t/h",344.03 t/h 345.34 t/h 9.494 MPa 42.8 rpm 0.00 t/h 3.28,343.91 t/h  342.98 t/h 9.556 MPa 58.9 rpm 0.00 t/h 3.25
2025-07-25 15:00:05,"9.539 MPa 9.528 MPa 9.527 MPa 1,028.8 t/h 1,028.9 t/h",344.10 t/h 345.16 t/h 9.493 MPa 42.8 rpm 0.00 t/h 3.29,343.94 t/h  342.98 t/h 9.557 MPa 58.9 rpm 0.00 t/h 3.26
2025-07-25 15:00:07,"9.539 MPa 9.528 MPa 9.527 MPa 1,028.8 t/h 1,028.9 t/h",344.10 t/h 345.16 t/h 9.493 MPa 42.8 rpm 0.00 t/h 3.29,343.94 t/h  342.98 t/h 9.557 MPa 58.9 rpm 0.00 t/h 3.26
2025-07-25 15:00:08,"9.539 MPa 9.528 MPa 9.526 MPa 1,028.6 t/h 1,028.6 t/h",344.08 t/h 344.96 t/h 9.494 MPa 42.8 rpm 0.00 t/h 3.30,343.94 t/h  342.97 t/h 9.556 MPa 58.9 rpm 0.00 t/h 3.28
2025-07-25 15:00:10,"9.539 MPa 9.528 MPa 9.526 MPa 1,028.8 t/h 1,028.6 t/h",344.11 t/h 344.81 t/h 9.494 MPa 42.8 rpm 0.00 t/h 3.31,343.94 t/h  342.96 t/h 9.556 MPa 58.9 rpm 0.00 t/h 3.28
2025-07-25 15:00:12,"9.539 MPa 9.528 MPa 9.526 MPa 1,029.3 t/h 1,028.9 t/h",344.09 t/h 344.66 t/h 9.494 MPa 42.8 rpm 0.00 t/h 3.31,343.93 t/h  342.96 t/h 9.556 MPa 58.9 rpm 0.00 t/h 3.29
2025-07-25 15:00:13,"9.539 MPa 9.529 MPa 9.526 MPa 1,029.7 t/h 1,029.1 t/h",344.09 t/h 344.43 t/h 9.493 MPa 42.8 rpm 0.00 t/h 3.33,343.93 t/h  342.96 t/h 9.557 MPa 58.9 rpm 0.00 t/h 3.29
2025-07-25 15:00:15,"9.539 MPa 9.529 MPa 9.526 MPa 1,030.0 t/h 1,029.3 t/h",344.12 t/h 344.26 t/h 9.493 MPa 42.8 rpm 0.00 t/h 3.34,343.96 t/h  342.96 t/h 9.557 MPa 58.9 rpm 0.00 t/h 3.31
2025-07-25 15:00:17,"9.539 MPa 9.529 MPa 9.526 MPa 1,030.5 t/h 1,029.6 t/h",344.10 t/h 344.20 t/h 9.493 MPa 42.8 rpm 0.00 t/h 3.35,343.94 t/h  342.96 t/h 9.557 MPa 58.9 rpm 0.00 t/h 3.31
2025-07-25 15:00:18,"9.539 MPa 9.528 MPa 9.526 MPa 1,030.5 t/h 1,029.5 t/h",344.15 t/h 344.11 t/h 9.493 MPa 42.8 rpm 0.00 t/h 3.36,343.98 t/h  342.97 t/h 9.556 MPa 58.9 rpm 0.00 t/h 3.32
2025-07-25 15:00:20,"9.539 MPa 9.529 MPa 9.526 MPa 1,030.5 t/h 1,029.4 t/h",344.17 t/h 344.05 t/h 9.493 MPa 42.8 rpm 0.00 t/h 3.36,344.00 t/h  342.86 t/h 9.556 MPa 58.9 rpm 0.00 t/h 3.33
2025-07-25 15:00:22,"9.539 MPa 9.528 MPa 9.526 MPa 1,030.7 t/h 1,029.3 t/h",344.17 t/h 344.02 t/h 9.493 MPa 42.8 rpm 0.00 t/h 3.37,344.01 t/h  342.77 t/h 9.556 MPa 58.9 rpm 0.00 t/h 3.33
2025-07-25 15:00:23,"9.539 MPa 9.528 MPa 9.526 MPa 1,030.9 t/h 1,029.4 t/h",344.14 t/h 343.99 t/h 9.493 MPa 42.8 rpm 0.00 t/h 3.38,343.98 t/h  342.64 t/h 9.556 MPa 58.9 rpm 0.00 t/h 3.35
